name,phone,website,category,address
"Cauvery Silk International","","","clothes"," ,  "
"Sai Suraksha Dental Clinic","","","dentist"," ,  "
"Bellandur Social","","","restaurant"," Outer Ring Road, Bangalore 560103"
"Bluebrick Cafe","","","cafe"," ,  "
"Swathi Vaibhav","","","restaurant"," ,  "
"Affection Maternity, Kids And Toys","","","clothes"," ,  "
"Sunny Namkins","","","convenience"," ,  "
"Kopitiam Lah","+91 72595 43888","https://www.kopitiamlah.com/","cafe","1088 12th Main Road, Bengaluru 560008"
"Vanamo","","https://vanamo.in/","restaurant","368 100 Feet Road, Bengaluru 560008"
"Sri Shakthi Condiments","","","cafe","62/1 6th main road,  "
"Roma Italian Deli","","","restaurant"," ,  "
"Jimi's","","","pub","1081 12th Main Road,  "
"Toro Brew House & Kitchen Zozo","+91 9900005230","","pub"," Sanjay Nagar Main Road, Bengaluru 560094"
"Pradhan Mantri Jan Aushadhi Kendra","","","pharmacy"," ,  "
"Mezzaluna","","","restaurant"," ,  "
"Bhartiya Jalpan","","","restaurant","14 Commercial Street, Bengaluru 560001"
"Habba Kadal Kashmiri Heritage Hub","","","clothes"," ,  "
"Madhura Medicals","","","pharmacy"," ,  "
"Coffee Stories","","","cafe"," ,  "
"La Gioia","","","restaurant","1085 12th Main, Bengaluru 560008"
"Hotel Aaradhya Donne Biryani","","","fast_food"," ,  "
"T Super Market","","","supermarket"," ,  "
"Tea Lounge Cafe","","","cafe"," ,  "
"Cafe Zubaan","","","restaurant"," ,  "
"Venkatadri Condiments","","","convenience"," ,  "
"Sri Sai Sweets & Coffee Point","","","convenience"," ,  "
"An Te Ra","","","restaurant"," ,  "
"Frockwala","","","clothes"," ,  "
"Samosa Singh","","","fast_food"," ,  "
"The Fixx Bar","","","bar"," ,  "
"Dialogues Cafe","","","cafe"," ,  "
"Helloo Dilli","","","cafe"," ,  "
"All Season Market","","","supermarket"," ,  "
"Soda Factory","+91 97394 77877","https://thesodafactory.in/","restaurant"," ,  "
"Muthashy's Restaurant","","","restaurant"," ,  "
"Burma Burma","","","restaurant"," Dr. Rajkumar Road, Bangalore 560055"
"Raj Cafe","","","cafe"," ,  "
"Acharyas Amruth Tea And Coffee","","","fast_food"," ,  "
"SSP Eating Point","","","fast_food"," ,  "
"Malleshwaram Dose Corner","","","fast_food"," ,  "
"Hustle","","","cafe"," ,  "
"Bonkers Corner","","https://www.bonkerscorner.com/","clothes"," ,  "
"Si Nonna's","+91 9653423631","https://sinonnas.com/","restaurant","597 Outer Ring Road, Bengaluru 560078"
"Azorte","","","clothes"," ,  "
"Sri Udupi Grand Veg","","","fast_food"," ,  "
"The Bangalore Cafe","","","cafe"," ,  "
"dermalogica","","","clinic"," ,  "
"In Wok","","","restaurant"," ,  "
"Jatin Bhandari","","","clothes"," ,  "
"Boss's Cabin","","","furniture"," ,  "
"The Twinkle","","","clothes"," ,  "
"Suay","+91 8884552022","https://www.suay.co.in/","cafe","7 Outer Ring Road, Bengaluru 560078"
"Take A Break","","","cafe"," ,  "
"The Palms Brew & Kitchen","","","pub"," ,  "
"Maize & Malt","","","pub"," ,  "
"Street Storyss","","","restaurant","202 Brigade Road, Bangalore 560001"
"Zarf","","","restaurant"," ,  "
"Deliciae","","https://orders.delcakes.in/blr_catalog","cafe"," ,  "
"Apollo Cradle Children's Hospital","","","hospital"," ,  "
"Vinayaka Dental Clinic","","","dentist"," ,  "
"Peekay Supermarket","","","supermarket"," ,  "
"New Meenakshi Coffee Bar","","","fast_food"," ,  "
"New Shetty Lunch Home","","","fast_food"," ,  "
"Srinivasa Bar & Restaurant","","","bar"," ,  "
"Cake Kafe","","","cafe"," ,  "
"Kundan Electronics","","","electronics"," ,  "
"Belgian Waffle Factory","","","cafe"," ,  "
"The Drug Hut","","","pharmacy"," ,  "
"Ilahi Creations","","","clothes"," ,  "
"Udupi Grand Veg","","","fast_food"," ,  "
"Dr. Farzana","","","clinic"," ,  "
"Dr. Markiyar Abdul Razack","","","clinic"," ,  "
"Bilva Pharmacy","","","pharmacy"," ,  "
"Palace Cafe","","","fast_food"," ,  "
"Goutam Dental Clinic","","","dentist"," ,  "
"Ray Speciality Clinic","","","clinic"," ,  "
"Roti Kulcha aur Naan","+917084523774","","restaurant","76/1 7th Cross, 27th Main Road, Sector 1 HSR Layout, Bengaluru 560102"
"Upahar Kerala Mess","","","restaurant"," ,  "
"Bottle Breacher Bar","","","bar","309 Outer Ring Road, Bengaluru 560078"
"Neon Market","","https://neon.market/","cafe"," ,  "
"Nom Nom","","","restaurant"," ,  "
"Onesta","","","restaurant"," 80 Feet Road,  560034"
"Clove Dental","","","dentist"," 80 Feet Road,  560034"
"Cafe OTW On The Way","","","cafe"," 7th Cross Road,  560034"
"Cherish Fertinity Clinic","","","clinic"," 7th Cross Road,  560034"
"Kaffe 399","","","cafe"," 7th Cross Road,  560034"
"Belgian Waffle","","","cafe"," 80 Feet Road,  560034"
"Ashok Medicals","","","pharmacy"," ,  "
"Hotel MLV Grand","","","restaurant"," ,  "
"Los Cavos","+91 96202 07743","","restaurant","769;770 12th Main Road,  "
"Motherhood Children's Hospital","","","hospital"," Bellary Road,  "
"Aptronix","","","electronics"," ,  "
"Electronic Devices","","","electronics"," ,  "
"Rainbow General Store","","","supermarket"," ,  "
"Good Earth","","","furniture"," ,  "
"Asha's Store","","","convenience"," ,  "
"India Chai","","","cafe"," ,  "
"Ghee Roast Company","","","restaurant"," ,  "
"Kazan Japanese Ramen","","","restaurant"," ,  "
"The Kind","+91 9035045328","https://thekindindia.com/","cafe","2985 12th Main Road, Bengaluru 560038"
"Navathanyam","","https://navathanyam.com/","restaurant","288 3rd Cross Road, Bengaluru 560071"
"Hatsu","","","clothes"," ,  "
"Brookes Brothers","","","clothes"," ,  "
"Cottons Jaipur","","","clothes"," ,  "
"Oziano","","","fast_food"," ,  "
"Tanjore Tiffins","","","fast_food"," ,  "
"Tinytalian","","","restaurant"," ,  "
"Roastea","","https://roastea.in/","cafe"," ,  "
"The Peck","","","cafe"," ,  "
"Urban Dyne","","","restaurant"," ,  "
"Tipsy Bull Brewhouse And Kitchen","","https://tipsybull.com/","pub"," ,  "
"PI - Lounge Bar","","","restaurant"," ,  "
"Botany Brew and Kitchen","","https://www.botanyblr.com","restaurant"," Kasturba Road, Bengaluru 560001"
"Blue Tokai Coffee Roasters","","","cafe","26/1 Dr. Rajkumar Road, Bengaluru 560055"
"Kailash Parbat","","https://www.zomato.com/bangalore/kailash-parbat-whitefield-bangalore","restaurant"," , Bengaluru 560048"
"Ravindra Kalakshetra Canteen","","","fast_food"," ,  "
"Kumudhini Silks","","","clothes"," ,  "
"Urs Prashanth Hotel","","","fast_food"," ,  "
"Abiramm Hospital","","","hospital"," ,  "
"Nahdi Mandi","","","restaurant"," ,  "
"Bootstrapped Cafe","","","cafe"," ,  "
"Malnad Spicy","","","restaurant"," ,  "
"Cooking Mum","","","restaurant"," ,  "
"The Bench","","","restaurant"," ,  "
"Runway 27","","","restaurant"," ,  "
"Frenzy Taproom","","","pub"," ,  "
"Tovo","","","restaurant"," ,  "
"Chin Lung Brewery","","","pub"," ,  "
"CR Tavern Bar & Kitchen","","","restaurant"," ,  "
"Ajji House by Subko","","https://www.subko.coffee","cafe","105 Kengal Hanumanthaiah Road, Bengaluru 560027"
"Muraamba","","","restaurant"," ,  "
"Pachu’s Rolls","","","fast_food"," ,  "
"Muru Muru","","","cafe","33 12th Cross Road, Bengaluru 560038"
"Kadamba Coffee Kendra","","","bakery"," ,  "
"Izanagi","","","restaurant","311 100 Feet Road,  "
"Samskruthi Sathkara","","","restaurant"," ,  "
"Tejas Sweets","","","fast_food"," ,  "
"Dindigul Ponram","","","restaurant"," ,  "
"Vijaylakshmi Cyber Cafe","","","internet_cafe","417/9 15th Cross, Bangalore 560030"
"Murugan Tiffin Center","","","fast_food"," ,  "
"Take Off","","","bar"," ,  "
"Koikod","","","restaurant"," ,  "
"Open Mart","","","supermarket"," ,  "
"Gulmohar Botique","","","clothes"," ,  "
"Parco","","","bakery"," ,  "
"Kuttanad Restaurant","","","restaurant"," ,  "
"Saaras Café","","","restaurant"," ,  "
"Varaha Cafe","","","restaurant"," ,  "
"Sandhya Veg","","","restaurant"," ,  "
"The Bier Library","","https://www.thebierlibrary.in/","pub","138/52 Sarjapur Main Rd, Rainbow Drive, Doddakannelli 560035"
"North Rasoi","","","restaurant"," ,  "
"Restaurant Chef Pillai","+91 8943150000","https://chefpillai.com/","restaurant"," Whitefield Road, Bengaluru 560048"
"Smile View Dental","","","dentist"," ,  "
"Swad authentic kerala restaurant","","","restaurant"," Canara bank layout, Rajiv Gandhi nagar,  "
"Partha Dental Clinic","","","clinic"," ,  "
"Namma SLN","","","fast_food"," ,  "
"Gully Coffee Roasters","","","cafe","28 4th B Cross Road,  560034"
"Shokudo Select","+91 7019013088","https://shokudo.in/","restaurant"," ,  "
"Toit ORR East","","https://toit.in/","pub"," , Bengaluru 560048"
"Dr. Kalyan Banerjee","","","doctors"," ,  "
"Meyaa","","","clothes"," ,  "
"Cakes Corner","","","bakery"," ,  "
"Kalki Cafe","","","fast_food"," ,  "
"Cult.Sports","","","sports"," ,  "
"Hotel Thirthahalli","","","restaurant"," ,  "
"Dexter's","","","restaurant"," ,  "
"Kolkata Hot Roll","","","fast_food"," Varthur Main Road,  "
"Cuppa Redifined","","","cafe"," ,  "
"Swaada - The Melting Point","","","fast_food"," ,  "
"Namma Ashram Cafe","","","cafe"," ,  "
"Brunch Project","","","cafe"," ,  "
"Brewing Untold Stories","","","cafe"," ,  "
"Huvu Cafe","","","cafe","46 9th Main Road, Bengaluru 560038"
"AEIOU","","","pub"," ,  "
"Sasive","","https://sasive.in/","restaurant"," ,  "
"Anmay","","","restaurant"," ,  "
"Underdoggs","","https://underdoggs.com/","restaurant"," ,  "
"Siren","","","bar"," ,  "
"Honey Land","","","bakery"," ,  "
"Varthur Pharma","","","pharmacy","2 Halasahalli Road,  "
"Trevini Bakery","","","bakery"," ,  "
"LVS Furniture and sofa","","","furniture"," ,  "
"Krishna Leela Grand","","","restaurant"," ,  "
"Tea House","","","cafe"," ,  "
"SKP Donne Biriyani","","","restaurant"," ,  "
"Bake N Joy","","","bakery","1461 17th cross road,  "
"Dine Spot","","","restaurant"," ,  "
"Thamaq","","","restaurant"," ,  "
"Vastra","","","clothes"," ,  "
"Chiru Pharma","","","pharmacy"," ,  "
"Mr biriyani","","","cafe"," ,  "
"Sangamam bakery","","","bakery"," ,  "
"Miss & Mrs  India's first ever women only Lounge","","","bar","84/1 Bannerghatta Road, main road, Bengaluru 560076"
"Parijatha Hot & Cool","","","bakery"," ,  "
"Kaveri Pharma","","","pharmacy","93/1 Halasahalli Road,  "
"Ninan Steak house and Burgers","","","restaurant"," ,  "
"Meditech Kidney Stone Centre","+91 98440 04671;+91 98453 73752","","doctors"," ,  "
"Amagat Garden Cafe","","","cafe","22 Annaswamy Mudaliar Road,  "
"ZM Traders","","","clothes;shoes","111 Varthur Main Road,  "
"Om Shakti Pravision Store","","","convenience"," ,  "
"Kavi Super Cooldrinks","","","fast_food"," ,  "
"Well Furnishing","","","furniture"," ,  "
"Shifa Piles Hospital","","","clinic"," ,  "
"Fardeen Biriyani And Kabab Center","","","restaurant"," ,  "
"JJ Poly Clinic & Diagnostic Center","","","clinic"," ,  "
"Sri Manjunatha Tiffen Center","","","cafe"," ,  "
"Donne Biriyani Mess","","","cafe"," ,  "
"Supreme Gardenia","","","restaurant"," ,  "
"Navrathnan's Antique Art","","","furniture"," ,  "
"The Idli Foundry","","","cafe"," ,  "
"Vishnu Medicals","","","pharmacy"," ,  "
"Mahalakshmi Medical","","","pharmacy"," ,  "
"Balaji Clinic","","","clinic"," ,  "
"Nisha Bakery & Sweets","","","bakery"," ,  "
"Shuddh","","","supermarket"," ,  "
"Mataji Medical and General Stores","","","pharmacy"," ,  "
"Simple Tiffins","","","cafe"," ,  "
"Cubbonpete Tiffin Rooms","","","fast_food","50 West Ankjaneya Street,  "
"Bengaluru Brand Warehouse","","","clothes"," ,  "
"Mitra Cafe","","","restaurant"," ,  "
"Tealogy","","https://tealogy.in/","cafe"," AECS Layout Main Road, Bengaluru 560068"
"Beverich Hotspot","","","cafe"," ,  "
"Dixit Skin & Ortho Care","+91 74830 75957","","clinic"," Holiday Village Resort Road, Mallasandra,  "
"BMJH Cafe","","","cafe"," ,  "
"All Mart","","","supermarket"," ,  "
"Panchami Garden","","","restaurant"," ,  "
"Milann","","","clinic"," ,  "
"China Town","","","restaurant"," ,  "
"Samosa Point","","","restaurant"," ,  "
"Cevi","","","restaurant"," ,  "
"House of commons","","","pub"," ,  "
"The  Coffee Brewery","","","cafe"," ,  "
"Netradhama","","","hospital"," ,  "
"Aria Multispeciality Clinic","","","clinic"," ,  "
"RK Multispeciality center","","","clinic"," ,  "
"Ocean Cake","","","fast_food"," ,  "
"White Pearls Dental","","","dentist"," ,  "
"Domino's","","","fast_food"," Hosur Road,  560030"
"Sutta Brake","","","cafe"," 20th Main Road,  560076"
"Gyani Da Punjabi Dhaba","","","restaurant"," ,  560076"
"Cremeux","","","cafe"," 7th Cross Road,  560076"
"The Koi","","","restaurant"," 7th Cross Road,  560076"
"GoPizza","","","restaurant"," Mahatma Gandhi Road,  560001"
"ALV Fresh Supermarket","","","supermarket"," ,  "
"Aligargh House","","","restaurant"," ,  "
"Udupi Pakaruchi","","","restaurant"," ,  "
"Lots Of Litti","","","restaurant"," ,  "
"Nandhana Palace","","","restaurant"," ,  "
"Shishu Ivf Fertility Centre Pvt Ltd","","","clinic","2nd & 3rd Floor, No. 4/110, 1st Main Rd, 1st Block, Dr. Rajkumar Road, Bengaluru 560010"
"Sakura Matcha Bar","","","cafe","33/12 Victoria Road,  "
"11grams Coffee Roasters","","https://www.11grams.in/","cafe"," ,  "
"Aangan","","","restaurant"," ,  "
"Sunshine Cafe","","","cafe"," ,  "
"Somras Bar and Kitchen","","","restaurant"," ,  "
"Koshe Kosha","","https://koshekosha.com/","restaurant"," ,  "
"Vanillaa Bakery and Cafe","","https://vanillaablr.com/","bakery"," ,  "
"Soofi Mandi","","","restaurant"," ,  "
"Neravi","","","restaurant"," ,  "
"Maffei Kitchen","","https://www.maffei.in/","restaurant"," ,  "
"Seven Seas Seafood Restaurant","","https://sevenseasfood.in/","restaurant"," ,  "
"Darshan Bar & Restaurant","","","restaurant"," ,  "
"Yara Cafe","","","restaurant"," ,  "
"Mahadev Medicals","","","pharmacy"," ,  "
"Netmeds","","","pharmacy"," ,  "
"Chai Victory","","","cafe"," ,  "
"Mashallah Biryani Hotel","","","restaurant"," ,  "
"Smart Cafe","","","cafe"," ,  "
"Ganesh Tea Stall","","","cafe"," ,  "
"Tawakal Tea Corner","","","internet_cafe"," ,  "
"Sri Iyyengar Bakery","","","bakery"," ,  "
"Al Zam Zam","","","bakery"," ,  "
"Payal Medical","","","pharmacy"," ,  "
"Sri Rameshwara Cafe","","","restaurant"," ,  "
"P.P Pharma","","","pharmacy"," ,  "
"SLV bakery","","","bakery"," ,  "
"Limra Tea Stall","","","bakery"," ,  "
"Om Ganesh Fruit And Juice Center","","","fast_food"," ,  "
"Koya Pharma","","","pharmacy"," ,  "
"EasyBüy","","","clothes"," ,  "
"Jeevika Pharmacy","","","pharmacy"," ,  "
"Sri Sai Hospital","","","hospital"," ,  "
"Jan Aushadhi","","","pharmacy"," ,  "
"Seva Clinic","","","clinic"," ,  "
"Sathiyam Medicals","","","pharmacy"," ,  "
"SS Pharmacy","","","pharmacy"," ,  "
"Raksha Hospital","","","hospital"," ,  "
"Sri Manjunatha Medicals","","","pharmacy"," ,  "
"Keshav Medical & General Store","","","pharmacy"," ,  "
"West Mead Clinic","","","clinic"," ,  "
"Shree Cafe","","","restaurant"," ,  "
"The Yard, Whitefield","+919980123543","https://the-yard.in","restaurant","22/A 22/A, Doddanakundi Industrial Area 2, Phase 1, Doddanekkundi, Bengaluru 560048"
"The Filter Coffee","","","restaurant"," ,  "
"MM Nati Mane","","","restaurant"," ,  "
"Guerilla Diner","","","restaurant","12/36 Cambridge Road,  "
"Panetteria Bengaluru","","","cafe","205 Double Road,  "
"Aster Clinic","","","clinic"," ,  "
"The Pump House","+91 96061 27666","https://thepumphouse.in/","bar"," ,  "
"Kerbside Bistro","","","cafe","601 3rd Main Road,  "
"Chai Theory","","","cafe"," ,  "
"Nenapu","","","cafe"," ,  "
"Good Flippin' Burgers","","https://goodflippin.com/","fast_food"," ,  "
"Bismilla Biriyani","","","restaurant"," ,  "
"Gayatri Coffee Kendra","","","fast_food"," ,  "
"Katte Kulture","","","cafe","425 18th Main Road,  "
"Tribe Roots","","","restaurant"," ,  "
"Taproom by Sherlock's","","","pub","745 Aurobindo Marg (24th Main),  "
"Cafe Petriqor","","","cafe"," ,  "
"Gaia","","","restaurant"," ,  "
"Crackle Kitchen","","https://cracklekitchen.com","restaurant","303 100 Feet Road,  "
"Koreyaki","","","restaurant","3274/A 11th Main Road,  "
"Aloha Pharmacy","","","pharmacy"," ,  "
"The Batala House","","","fast_food"," Varthur Main Road,  "
"Amma Pastries","","","bakery"," Swamy Vivekanandha Road, Doddakallasandra "
"Kumar Karam Dosa","","","fast_food"," ,  "
"Sabari Cafe","","","fast_food"," ,  "
"Niva Bakery N Juice","","","bakery"," ,  "
"Dhamu Electricals","","","electronics"," ,  "
"Dental Centre","","","dentist"," ,  "
"Rbp Greens garden bar and restaurant","","","restaurant"," 13th Main Road,  560076"
"Sumadhura Infracon","","","estate_agent"," ,  "
"Raj Provisions Store","","","convenience"," ,  "
"Daily Cafe","","","fast_food"," ,  "
"Rambo Cafe","","","cafe"," ,  "
"The Antiquarian Bookworm","+91 98450 76757","","books"," Church Street, Bengaluru "
"The Veg & Veg","","","restaurant","611 12th Main Road, Bengaluru "
"The Brown Table","","","cafe","238 Dr. CV Raman Road, Bengaluru 560080"
"Sri Krishna Bhavan","","","restaurant"," ,  "
"New Keerthi Bakery","","","bakery"," ,  "
"7-Eleven","","","convenience"," ,  "
"Ramdev Fashion Zone","","","clothes"," ,  "
"Sapna Textiles","","","clothes"," ,  "
"Sri Ranganatha Iyengar’s Bakery","","","bakery"," ,  "
"Chaat","","","fast_food"," ,  "
"Guide Electronics","","","electronics"," ,  "
"Mangaldeep Selection","","","clothes"," ,  "
"Sandra's Restobar","","","bar"," ,  "
"Chocolate Clothing Store","","","clothes"," ,  "
"Pharma.wellness","","","pharmacy"," ,  "
"Sri Venkateswara Medicals","","","pharmacy"," ,  "
"Dr C Jagadeesh’s Dental Clinic","","","dentist"," ,  "
"Sri Manjunatha Collection","","","clothes"," ,  "
"Silky","","","clothes"," ,  "
"Biryani Bhojana","","","restaurant"," ,  "
"Golden Boutique","","","clothes"," ,  "
"Chickpete Donne Biryani Mane","","","fast_food"," ,  "
"Casio Supermarket","","","supermarket"," ,  "
"Yahvi Dental Clinic","","","dentist"," ,  "
"Nabhya Sports World","","","sports"," ,  "
"Tip Top Fashion","","","clothes"," ,  "
"He N She","","","clothes"," ,  "
"PR Dental Clinic","","","clinic"," ,  "
"Fashion Point","","","clothes"," ,  "
"Sri Laxmi Darshini","","","restaurant"," ,  "
"Ramdev Fashion Wear","","","clothes"," ,  "
"Sai Health Pharma","","","pharmacy"," ,  "
"Shree Radhe Gents Wear","","","clothes"," ,  "
"Sri Lakshmi Darshini Vaibhav Veg","","","restaurant"," ,  "
"Shree Ganesha Fruit Juice Centre","","","fast_food"," ,  "
"Maverick and Farmer Coffee","","https://www.maverickandfarmer.com/","cafe"," Cunningham Road, Bengaluru "
"Halli Organics and naturals","","","supermarket"," ,  "
"Jollygunj","","","bar"," Outer Ring Road, Bengaluru 560078"
"The Lake Theory","","","cafe"," ,  "
"Bombay Gourmet Market","","https://bombaygourmetmarket.com","supermarket","66 5th Main Road,  "
"Sri Bhageshwar Dhaba","","","restaurant"," ,  "
"St Philomenas Hospital OPD Building","08040164346;08040164300","https://www.stphilomenashospital.com/","hospital","4 Mother Teresa Road,  560047"
"Sunnys","","","restaurant"," 10th Main Road, Bengaluru "
"Sawari North Indian Kitchen","","","restaurant"," Hennur Bagalur Road, Bengaluru 560077"
"Jolly Johnny's Bar","","","restaurant"," , Bengaluru "
"Cafe Jassie's","","","cafe"," Outer Ring Road, Bengaluru "
"Bricks Bar And Restaurant","","","bar"," Outer Ring Road, Bengaluru "
